"","exon","WT1","WT2","WT3","WT+M1","WT+M2","WT+M2","KO-0-1","KO-0-2","KO-1-1","KO-1-2","KO-2-1","KO-2-2","KO-3-1","KO-3-2","KO-4-1","KO-4-2"
"24745","chr7:73683767-73683804",0.407865168539326,1,1,0.366723259762309,1,0.30171277997365,0.201171875,0.334246575342466,0.375280898876404,1,1,1,0.261682242990654,1,0.269306930693069,0.179156908665105
"24746","chr7:73692596-73692646",0.592134831460674,0,0,0.633276740237691,0,0,0.338541666666667,0,0.624719101123596,0,0,0,0,0,0,0.31615925058548
"24747","chr7:73709045-73709122",0.463157894736842,0.463855421686747,0.411764705882353,0.538461538461538,0.523076923076923,0.455445544554455,0.625,0.49,0.544,0.481203007518797,0.51,0.571428571428571,0.58,0.528846153846154,0.607142857142857,0.538461538461538
"24748","chr7:73719602-73719672",0.536842105263158,0.536144578313253,0.588235294117647,0.461538461538462,0.476923076923077,0.544554455445545,0.375,0.51,0.456,0.518796992481203,0.49,0.428571428571429,0.42,0.471153846153846,0.392857142857143,0.461538461538462
"24749","chr7:73738328-73738510",1,0.96551724137931,0.975336322869955,1,1,1,1,1,0.965116279069767,0.869426751592357,0.9,0.828326180257511,1,1,1,0.926174496644295
"24750","chr7:73738646-73738852",0,0.0344827586206897,0.0246636771300448,0,0,0,0,0,0.0348837209302326,0.130573248407643,0.1,0.171673819742489,0,0,0,0.0738255033557047
"24751","chr7:73839581-73840120",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24752","chr7:74083804-74084045",0.261904761904762,0.206642066420664,0.230452674897119,0.259036144578313,0.228571428571429,0.162011173184358,0.154970760233918,0.182965299684543,0.143192488262911,0.187290969899666,0.300751879699248,0.320610687022901,0.176811594202899,0.0819672131147541,0.174757281553398,0.309859154929577
"24753","chr7:74085748-74085844",0.438775510204082,0.380073800738007,0.39917695473251,0.433734939759036,0.371428571428571,0.497206703910615,0.330409356725146,0.309148264984227,0.375586854460094,0.448160535117057,0.699248120300752,0.679389312977099,0.339130434782609,0.429508196721311,0.394822006472492,0.690140845070423
"24754","chr7:74107010-74107193",0.299319727891156,0.413284132841328,0.37037037037037,0.307228915662651,0.4,0.340782122905028,0.201754385964912,0.20820189274448,0.206572769953052,0,0,0,0.2,0.20655737704918,0.174757281553398,0
"24755","chr7:74107871-74107957",0,0,0,0,0,0,0.312865497076023,0.299684542586751,0.274647887323944,0.364548494983278,0,0,0.284057971014493,0.281967213114754,0.255663430420712,0
"24756","chr7:74174231-74174442",0.289044289044289,1,1,0.310836501901141,0.290909090909091,0.315604909409702,0.30781010719755,0.18158953722334,1,1,1,1,0.316417910447761,0.340458015267176,0.334675100632547,1
"24757","chr7:74187611-74187798",0.710955710955711,0,0,0.689163498098859,0.709090909090909,0.684395090590298,0.69218989280245,0.81841046277666,0,0,0,0,0.683582089552239,0.659541984732824,0.665324899367453,0
"24758","chr7:74249739-74249829",0,0,0,0,0,0,0.361419068736142,0.406349206349206,0,0,0,0.436170212765957,0,0,0.371900826446281,0
"24759","chr7:74252429-74252498",0,0,0,0,0.562937062937063,0,0.348115299334812,0.307936507936508,0.478787878787879,0,0,0,0,0.531914893617021,0.359504132231405,0
"24760","chr7:74254271-74254458",1,1,1,1,0.437062937062937,1,0.290465631929047,0.285714285714286,0.521212121212121,1,1,0.563829787234043,1,0.468085106382979,0.268595041322314,1
"24761","chr7:74353880-74354004",0,0,0,0,0,0,0.392857142857143,0,0,1,0,0,0,0.314285714285714,0,0
"24762","chr7:74375887-74376822",0,1,0,0,0,0,0.607142857142857,0,0,0,0,0,1,0.685714285714286,0,1
"24763","chr7:74400370-74400555",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"24764","chr7:74453790-74454176",0,0,0,0,0,0,0,0,0.0345821325648415,0.0476190476190476,0.0796812749003984,0,0,0,0,0
"24765","chr7:74508075-74508203",0.646484375,0.513377926421405,0.572700296735905,0.434442270058708,0.422434367541766,0,0.439834024896266,0,0.403458213256484,0.311688311688312,0.426294820717131,1,0.410852713178295,0.701388888888889,0.468879668049793,0.450511945392491
"24766","chr7:74519409-74519719",0.353515625,0.354515050167224,0.427299703264095,0.281800391389432,0.298329355608592,1,0.394190871369295,0.495495495495495,0.414985590778098,0.640692640692641,0.49402390438247,0,0.589147286821705,0,0.340248962655602,0.382252559726962
"24767","chr7:74538136-74538173",0,0.132107023411371,0,0.158512720156556,0.140811455847255,0,0,0.238738738738739,0.146974063400576,0,0,0,0,0.298611111111111,0.190871369294606,0
"24768","chr7:74545744-74545809",0,0,0,0.125244618395303,0.138424821002387,0,0.16597510373444,0.265765765765766,0,0,0,0,0,0,0,0.167235494880546
"24769","chr7:74657667-74658068",0.0731487733513392,0.0542825968357883,0.0775510204081633,0.0596572181938036,0.0638829407566024,0.0477326968973747,0.072212389380531,0.0731573157315732,0.0611551528878822,0.0722819593787336,0.0650195058517555,0.0473996050032916,0.0438689217758985,0.0715151515151515,0.0736156351791531,0.0722815839094909
"24770","chr7:74689124-74689227",0.203015980193563,0.199399890889253,0.217142857142857,0.193473961766645,0.188793718772305,0.205648369132856,0.204601769911504,0.218921892189219,0.188561721404304,0.179808841099164,0.162548764629389,0.140223831468071,0.192389006342495,0.19030303030303,0.214332247557003,0.160905091137649
"24771","chr7:74743449-74743882",0,0,0,0,0,0,0,0,0,0,0.0195058517555267,0,0,0,0,0
"24772","chr7:74744139-74744250",0.0130542426288544,0.010911074740862,0,0,0,0,0,0,0,0,0.0201560468140442,0,0,0,0,0
"24773","chr7:74744746-74744941",0.151474229124465,0.169939989088925,0.166122448979592,0.174027686222808,0.165239114917916,0.155926809864757,0.138053097345133,0.17986798679868,0.165911664779162,0.157108721624851,0.156697009102731,0.210664911125741,0.177061310782241,0.173939393939394,0.159609120521173,0.174732872407291
"24774","chr7:74748015-74748116",0,0.0283687943262411,0,0,0.0239114917915774,0,0.0152212389380531,0,0.0288788221970555,0.0328554360812425,0.0240572171651495,0.0283080974325214,0.0285412262156448,0.0236363636363636,0,0.0238843494657448
"24775","chr7:74751361-74751416",0.0292595093405357,0.0316421167484997,0.0342857142857143,0,0.0460385438972163,0.0354017501988862,0.04,0,0.0515288788221971,0.044205495818399,0.0507152145643693,0.0408163265306122,0,0,0.0521172638436482,0.0471401634192332
"24776","chr7:74752090-74752170",0.0875534548728337,0.0911074740861975,0.0942857142857143,0.102175346077785,0.101713062098501,0.0978520286396181,0.095929203539823,0,0,0.123058542413381,0.118335500650195,0.132982225148124,0.118393234672304,0.116363636363636,0.112703583061889,0.124450031426776
"24777","chr7:74753845-74756861",0.442493810488409,0.414348063284234,0.410612244897959,0.470665787738958,0.410421127765882,0.457438345266508,0.433982300884956,0.528052805280528,0.5039637599094,0.390681003584229,0.38296488946684,0.399605003291639,0.439746300211416,0.424242424242424,0.387622149837134,0.396605908233815
"24778","chr7:74804580-74804860",0.514285714285714,0.539473684210526,0.416666666666667,0,0,0,0,0,0.471910112359551,0,0,0.5,0,0,0,0.464285714285714
"24779","chr7:74804777-74804860",0.395604395604396,0.290780141843972,0.294117647058824,0,0,0,0,0,0.23463687150838,0,0,0.278350515463918,0,0,0,0.320987654320988
"24780","chr7:74806934-74807011",0.203296703296703,0.141843971631206,0.186274509803922,0.402061855670103,0.273684210526316,0,0.346153846153846,0.129032258064516,0.11731843575419,0.263157894736842,0.338709677419355,0.278350515463918,0.189024390243902,0.35,0.35,0.172839506172839
"24781","chr7:74806934-74807049",0.264285714285714,0.263157894736842,0.263888888888889,0.609375,0.577777777777778,0,0.72,0.432432432432432,0.235955056179775,0.5,0.51219512195122,0.5,0.378048780487805,0.567567567567568,0.583333333333333,0.25
"24782","chr7:74836280-74836383",0,0,0,0,0,0,0,0,0,0,0,0,0.189024390243902,0,0,0
"24783","chr7:74851367-74851605",0.221428571428571,0.197368421052632,0.319444444444444,0.390625,0.422222222222222,1,0.28,0.567567567567568,0.292134831460674,0.5,0.48780487804878,0,0.24390243902439,0.432432432432432,0.416666666666667,0.285714285714286
"24784","chr7:74883728-74883835",0,0,0,0,0,0,0,0.419354838709677,0,0,0,0,0,0,0,0
"24785","chr7:74883728-74884223",0,0,0,0,0,0,0,0.660714285714286,0.549738219895288,0,0.596491228070175,0,0,0.636363636363636,0,0
"24786","chr7:74884144-74884223",0,0,0,0,0,0,0,0.169354838709677,0.23463687150838,0,0,0,0.298780487804878,0,0,0
"24787","chr7:74890271-74890402",1,1,1,1,1,1,1,0,0.432432432432432,1,1,1,0.346666666666667,1,1,1
"24788","chr7:74890271-74890610",1,1,1,1,1,1,1,0.339285714285714,0.450261780104712,1,0.403508771929825,1,1,0.363636363636364,1,1
"24789","chr7:74890388-74890585",0.401098901098901,0.567375886524823,0.519607843137255,0.597938144329897,0.726315789473684,1,0.653846153846154,0.282258064516129,0.41340782122905,0.736842105263158,0.661290322580645,0.443298969072165,0.323170731707317,0.65,0.65,0.506172839506173
"24790","chr7:74894116-74894257",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"24791","chr7:74896409-74896511",0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"24792","chr7:74964705-74965098",1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
"24793","chr7:75017598-75017791",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"24794","chr7:75070640-75070769",0.77710843373494,0.806291390728477,0.733695652173913,0.792635658914729,0.831325301204819,0.811138014527845,0.786912751677852,0.829831932773109,0.826210826210826,0.816733067729084,0.799126637554585,0.835897435897436,0.855345911949686,0.785714285714286,0.818930041152263,0.833922261484099
"24795","chr7:75073414-75073881",0.22289156626506,0.193708609271523,0.266304347826087,0.207364341085271,0.168674698795181,0.188861985472155,0.213087248322148,0.170168067226891,0.173789173789174,0.183266932270916,0.200873362445415,0.164102564102564,0.144654088050314,0.214285714285714,0.181069958847737,0.166077738515901
"24796","chr7:75108960-75109063",0.511560693641618,0.476014760147601,0.517045454545455,0.743055555555556,0.436018957345972,0.314720812182741,1,0.773913043478261,0,0,0.330882352941176,1,0.417085427135678,0.576086956521739,0,0.36
"24797","chr7:75141103-75141186",0.104046242774566,0.0922509225092251,0,0.256944444444444,0.137440758293839,0.126903553299492,0,0.226086956521739,0.236641221374046,0,0.125,0,0.115577889447236,0.423913043478261,0,0.125714285714286
"24798","chr7:75142482-75142665",0.384393063583815,0.431734317343173,0.482954545454545,0,0.42654028436019,0.558375634517767,0,0,0.763358778625954,1,0.544117647058823,0,0.467336683417085,0,1,0.514285714285714
"24799","chr7:75197948-75198049",0.256503327283727,0.228357677235483,0,0,0,0,0.259627329192547,0,0,0,0,0,0,0,0,0
"24800","chr7:75209376-75209559",0.598608590441621,0.560028500178126,0.67916366258111,0.741145833333333,0.75191064079953,0.735662491760053,0.533333333333333,0.689036544850498,0.894736842105263,0.729674796747967,0.749388753056235,0.802312138728324,0.690553745928339,0.776739356178609,0.778516057585825,0.8025613660619
"24801","chr7:75213406-75213589",0,0.0705379408621304,0.118961788031723,0.0890625,0.0793650793650794,0.106789716545814,0.0720496894409938,0.112956810631229,0.105263157894737,0,0,0,0.0879478827361563,0,0,0
"24802","chr7:75237293-75237405",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24803","chr7:75237293-75237696",0.144888082274652,0.141075881724261,0.201874549387167,0.169791666666667,0.168724279835391,0.157547791694133,0.134989648033126,0.198006644518272,0,0.270325203252033,0.250611246943765,0.197687861271676,0.221498371335505,0.223260643821391,0.221483942414175,0.1974386339381
"24804","chr7:75295941-75296126",0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"24805","chr7:75325643-75325729",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"24806","chr7:75353569-75353655",0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1
"24807","chr7:75359194-75359409",0.783653846153846,1,0.84,0.551546391752577,0.675,1,0.6375,1,0.713235294117647,1,0.445544554455446,0.475728155339806,1,0.611111111111111,0.817073170731707,0.762376237623762
"24808","chr7:75365255-75365353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182926829268293,0
"24809","chr7:75365952-75366059",0.216346153846154,0,0,0,0,0,0.3625,0,0.286764705882353,0,0,0,0,0.388888888888889,0,0.237623762376238
"24810","chr7:75366324-75366438",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"24811","chr7:75366324-75366630",0,0,0,0.448453608247423,0,0,0,0,0,0,0.554455445544555,0.524271844660194,0,0,0,0
"24812","chr7:75366750-75367646",0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0
"24813","chr7:75385083-75385156",0,0,0,0,0.325,0,0,0,0,0,0,0,0,0,0,0
"24814","chr7:75398916-75399332",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"24815","chr7:75410322-75411574",0.21606648199446,0.33596837944664,0.248520710059172,0.257028112449799,0.290322580645161,0.189189189189189,1,0.38655462184874,0.531380753138075,0,0.547619047619048,0.571428571428571,1,0.482926829268293,1,1
"24816","chr7:75410368-75410460",0.0542005420054201,0.11284046692607,0.134078212290503,0,0.0950226244343891,0,0,0,0.167364016736402,0.238297872340426,0.339449541284404,0.409836065573771,0.378947368421053,0.195876288659794,1,0.445544554455446
"24817","chr7:75411408-75411574",0.178861788617886,0.233463035019455,0.156424581005587,0.133333333333333,0.208144796380091,0.162790697674419,1,0.353982300884956,0.364016736401674,0.28936170212766,0.224770642201835,0,0.621052631578947,0.257731958762887,0,0.554455445544555
"24818","chr7:75411655-75411759",0.78393351800554,0.66403162055336,0.751479289940828,0.742971887550201,0.709677419354839,0.810810810810811,0,0.613445378151261,0.468619246861925,1,0.452380952380952,0.428571428571429,0,0.517073170731707,0,0
"24819","chr7:75414885-75415023",0,0,0,0.426190476190476,0,0,0,0,0,0,0,0,0,0,0,0
"24820","chr7:75442145-75442719",0.421245421245421,0.461538461538462,0.572727272727273,0.506849315068493,0.434782608695652,0.544117647058823,0.414507772020725,0.453947368421053,0.420689655172414,0.576576576576577,0.293233082706767,0.358620689655172,0.384105960264901,0.490066225165563,0.590361445783133,0.348484848484849
"24821","chr7:754589-754821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37007874015748
"24822","chr7:75484198-75484256",0.626582278481013,1,0.5625,0.601694915254237,0.56989247311828,0.618556701030928,0.681034482758621,0.734177215189873,0.551724137931034,0,0.549450549450549,0.715789473684211,0.663265306122449,0.590361445783133,0.566666666666667,0.682352941176471
"24823","chr7:75484198-75484328",0.373626373626374,0.341880341880342,0.427272727272727,0.493150684931507,0.335403726708075,0.455882352941176,0.414507772020725,0.407894736842105,0.331034482758621,0,0.398496240601504,0.468965517241379,0.437086092715232,0.33112582781457,0.409638554216867,0.446969696969697
"24824","chr7:75485864-75486108",0.373417721518987,0,0.4375,0.398305084745763,0.43010752688172,0.381443298969072,0.318965517241379,0.265822784810127,0.448275862068966,1,0.450549450549451,0.284210526315789,0.336734693877551,0.409638554216867,0.433333333333333,0.317647058823529
"24825","chr7:75485864-75486299",0.205128205128205,0.196581196581197,0,0,0.229813664596273,0,0.170984455958549,0.138157894736842,0.248275862068966,0.423423423423423,0.308270676691729,0.172413793103448,0.178807947019868,0.178807947019868,0,0.204545454545455
"24826","chr7:7552159-7552440",1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"24827","chr7:75525905-75526007",0.752941176470588,0.666666666666667,0.731707317073171,0.611111111111111,0.6,0.577777777777778,0.675675675675676,0,0.53448275862069,0.55,0.595238095238095,0,0,0,0.644444444444444,0.553191489361702
"24828","chr7:75527565-75528148",0.247058823529412,0.333333333333333,0.268292682926829,0.388888888888889,0.4,0.422222222222222,0.324324324324324,1,0.46551724137931,0.45,0.404761904761905,1,1,1,0.355555555555556,0.446808510638298
"24829","chr7:7554688-7554749",0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0,0,0
"24830","chr7:75559732-75559915",0,0,0,0,0,0,0.688679245283019,0,0,0,0,0,0,0,0,0
"24831","chr7:75599184-75599247",1,1,1,1,1,1,0.311320754716981,1,1,1,0,1,1,0,1,1
"24832","chr7:7565914-7566996",1,1,1,1,1,1,1,1,1,1,1,1,0.777777777777778,1,1,1
"24833","chr7:7566875-7567688",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24834","chr7:75878999-75879260",1,1,1,0.612167300380228,0.615894039735099,1,0.56986301369863,1,1,1,1,1,1,0.631578947368421,1,1
"24835","chr7:75881365-75881486",0,0,0,0.387832699619772,0.384105960264901,0,0.43013698630137,0,0,0,0,0,0,0.368421052631579,0,0
"24836","chr7:75915087-75915767",0.0191082802547771,0.0161870503597122,0.0152224824355972,0.0303030303030303,0.0198537095088819,0.0310173697270471,0.0204262877442274,0.0365044247787611,0.0358851674641148,0.0221300138312586,0.0609418282548476,0.0457142857142857,0.0292942743009321,0.0300884955752212,0.0187590187590188,0.027027027027027
"24837","chr7:75915197-75915269",1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1
"24838","chr7:75953989-75954180",0.526273885350318,0.578237410071942,0.490632318501171,0.549943883277217,0.539184952978056,0.557071960297767,0.61101243339254,0.586283185840708,0.543062200956938,0.506224066390041,0.939058171745152,0.954285714285714,0.560585885486019,0.59646017699115,0.531024531024531,0.534398034398034
"24839","chr7:75985058-75985366",0.0660828025477707,0.0773381294964029,0.10655737704918,0.0662177328843996,0.0700104493207941,0.0607940446650124,0.0506216696269982,0.0707964601769911,0,0,0,0,0.0705725699067909,0,0.0707070707070707,0.0614250614250614
"24840","chr7:75985923-75986068",0.388535031847134,0.328237410071942,0.387587822014052,0.353535353535354,0.370950888192268,0.351116625310174,0.317939609236234,0.30641592920354,0.421052631578947,0.4716459197787,0,0,0.339547270306258,0.373451327433628,0.37950937950938,0.377149877149877
"24841","chr7:75994490-75994656",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24842","chr7:76047662-76048004",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24843","chr7:76048051-76048522",0.236771149309066,0.270257037943696,0.295574125657691,0.225919439579685,0.214118259963532,0.243380486035546,0.235705669481303,0.191287349902262,0.241480996068152,1,1,0.318242940385477,0.283084004602992,0.261372705506784,0.239717978848414,0.257497857754927
"24844","chr7:76054504-76054998",0.763228850690934,0.729742962056304,0.704425874342309,0.774080560420315,0.785881740036468,0.756619513964454,0.764294330518697,0.808712650097738,0.758519003931848,0,0,0.681757059614523,0.716915995397008,0.738627294493216,0.760282021151586,0.742502142245073
"24845","chr7:76108434-76108472",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24846","chr7:76108435-76108779",1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1
"24847","chr7:76358722-76358991",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24848","chr7:7640320-7641175",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"24849","chr7:7640711-7640828",0.131386861313869,0.222222222222222,1,0.157894736842105,0.256410256410256,0.2,1,0,0.240506329113924,0.245454545454545,1,1,0.273972602739726,0.325581395348837,0.328125,1
"24850","chr7:7640752-7640821",0.131386861313869,0.222222222222222,1,0.157894736842105,0.256410256410256,0.2,1,0,0.240506329113924,0.245454545454545,1,1,0.273972602739726,0.325581395348837,0.328125,1
"24851","chr7:76424950-76425276",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"24852","chr7:76433956-76434155",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24853","chr7:76461676-76461836",0,1,0,0.170454545454545,0,0,0,0,0.227272727272727,0.229166666666667,1,0,0,0,0.323529411764706,0
"24854","chr7:76463445-76463709",0.235849056603774,0,0,0,1,0,0,0,0,0,0,0,0,0,0.676470588235294,1
"24855","chr7:76480421-76480778",0,0,0,0,0,0,0,0,0,0.770833333333333,0,1,1,1,0,0
"24856","chr7:76491997-76492253",0.764150943396226,0,1,0.829545454545455,0,1,1,0,0.772727272727273,0,0,0,0,0,0,0
"24857","chr7:76549360-76549861",1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1
"24858","chr7:76549618-76549858",1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1
"24859","chr7:76551420-76551522",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"24860","chr7:76551463-76551520",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"24861","chr7:76626708-76627279",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24862","chr7:7673309-7673453",0.868613138686131,0.777777777777778,0,0.842105263157895,0.743589743589744,0.8,0,1,0.759493670886076,0.754545454545455,0,0,0.726027397260274,0.674418604651163,0.671875,0
"24863","chr7:76959835-76959949",0.409395973154362,0.628865979381443,0.446808510638298,0.516129032258065,0.446428571428571,0.529411764705882,0.305555555555556,0.291666666666667,1,0.583333333333333,1,1,0.566037735849057,0.565217391304348,0.588235294117647,0.657142857142857
"24864","chr7:76990269-76990369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342857142857143
"24865","chr7:77000309-77000388",0,0,0,0,0,0,0,0,0,0.222222222222222,0,0,0,0,0,0
"24866","chr7:77011880-77012019",0.201342281879195,0,0.553191489361702,0.483870967741935,0.553571428571429,0.470588235294118,0.375,0.194444444444444,0,0,0,0,0.433962264150943,0.434782608695652,0.411764705882353,0
"24867","chr7:77011881-77012016",1,0,1,1,1,1,0.54,1,0,0,0,0,1,1,1,0
"24868","chr7:77013911-77013998",0,0,0,0,0,0,0.46,0,0,1,0,0,0,0,0,0
"24869","chr7:77013912-77013998",0,0,0,0,0,0,0.319444444444444,0,0,0.194444444444444,0,0,0,0,0,0
"24870","chr7:77041976-77042063",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"24871","chr7:77041977-77042063",0.389261744966443,0.371134020618557,0,0,0,0,0,0.513888888888889,0,0,0,0,0,0,0,0
"24872","chr7:770471-772975",0,0,0,0,0,0,0,0.212871287128713,0,0,0,0,0,0,0,0
"24873","chr7:77121583-77122340",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"24874","chr7:77121666-77122116",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"24875","chr7:77259968-77260236",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"24876","chr7:77280429-77280653",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24877","chr7:77355213-77355430",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"24878","chr7:77498882-77498965",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"24879","chr7:775006-775162",0,0,0,0.939655172413793,0,0,0.875432525951557,0.787128712871287,0,0,0,0,0.711206896551724,0,0,0
"24880","chr7:77537295-77537645",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24881","chr7:77695896-77696290",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"24882","chr7:77696459-77697055",1,1,1,1,1,1,1,1,1,1,1,0.253012048192771,1,0.325581395348837,1,1
"24883","chr7:77736410-77736526",0,0,0,0,0,0,0,0,0,0,0,0,0,0.674418604651163,0,0
"24884","chr7:77749424-77750064",0,0,0,0,0,0,0,0,0,0,0,0.746987951807229,0,0,0,0
"24885","chr7:77798254-77798434",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24886","chr7:77798773-77798971",0.247706422018349,0.375,0,0.262626262626263,0.219047619047619,0.375,0.244186046511628,0.258620689655172,0.317073170731707,0.521739130434783,1,0,0,0.363636363636364,0,0.292307692307692
"24887","chr7:77840130-77840300",0.752293577981651,0.625,1,0.737373737373737,0.466666666666667,0.625,0.755813953488372,0.741379310344828,0.682926829268293,0.478260869565217,0,1,0,0.636363636363636,1,0.707692307692308
"24888","chr7:77893608-77893664",0,0,0,0,0.314285714285714,0,0,0,0,0,0,0,0,0,0,0
"24889","chr7:7968796-7969807",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24890","chr7:7969772-7969903",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"24891","chr7:80134802-80135278",0,0,0,0,0,0,0.633333333333333,0,1,0,1,1,1,1,0,1
"24892","chr7:80135289-80135423",0,0,0,0,0,0,0.366666666666667,0,0,0,0,0,0,0,0,0
"24893","chr7:80188925-80188993",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"24894","chr7:80189090-80189231",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"24895","chr7:80827425-80827487",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"24896","chr7:80918828-80919183",0.949874686716792,1,0.939226519337017,1,0.94273127753304,1,1,0.92964824120603,1,1,1,1,0,1,0.955284552845528,1
"24897","chr7:80922265-80922359",0.050125313283208,0,0.0607734806629834,0,0.0572687224669604,0,0,0.0703517587939698,0,0,0,0,0,0,0.0447154471544715,0
"24898","chr7:816615-816673",0.186648501362398,0.118134715025907,0.25,0.152941176470588,0.0841209829867675,0.0755467196819085,0.104944500504541,0.0900900900900901,0.133405639913232,0.110436893203884,0.122657580919932,0.21078431372549,0.105337078651685,0.113606340819022,0.107512953367876,0.142857142857143
"24899","chr7:816755-816910",0.0149863760217984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24900","chr7:817280-817499",0.0231607629427793,0,0,0,0,0,0,0,0,0,0,0,0,0.0145310435931308,0,0
"24901","chr7:8262000-8262069",0.0714285714285714,0.126168224299065,0,0.0824175824175824,0.106382978723404,0.0753424657534247,0.133047210300429,0.0987654320987654,0.116959064327485,0.141025641025641,0.116666666666667,0.155172413793103,0.11038961038961,0.10828025477707,0.0875912408759124,0.0920245398773006
"24902","chr7:8262094-8262273",0.24812030075188,0.238317757009346,0.284615384615385,0.318681318681319,0.281914893617021,0.26027397260274,0.381974248927039,0.425925925925926,0.304093567251462,0.294871794871795,0.341666666666667,0.316091954022989,0.233766233766234,0.375796178343949,0.343065693430657,0.380368098159509
"24903","chr7:8262440-8262687",0.680451127819549,0.635514018691589,0.715384615384615,0.598901098901099,0.611702127659574,0.664383561643836,0.484978540772532,0.475308641975309,0.578947368421053,0.564102564102564,0.541666666666667,0.528735632183908,0.655844155844156,0.515923566878981,0.569343065693431,0.52760736196319
"24904","chr7:82949476-82951490",0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0
"24905","chr7:8303741-8304155",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
"24906","chr7:831922-832101",0,0.0145077720207254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24907","chr7:832476-832601",0.604904632152589,0.382383419689119,0.75,0.588235294117647,0.257088846880907,0.240556660039761,0.29364278506559,0.219594594594595,0.392624728850325,0.375,0.47870528109029,0.78921568627451,0.462078651685393,0.343461030383091,0.281088082901554,0.342318059299191
"24908","chr7:83648428-83649139",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24909","chr7:848418-848615",0,0.356476683937824,0,0,0.306238185255198,0.297216699801193,0,0.317567567567568,0.29175704989154,0.313106796116505,0.398637137989779,0,0,0.394980184940555,0.287564766839378,0.355795148247978
"24910","chr7:851167-851482",0.170299727520436,0.128497409326425,0,0.258823529411765,0,0.0834990059642147,0.143289606458123,0,0.182212581344902,0.201456310679612,0,0,0.140449438202247,0.133421400264201,0.130829015544041,0.159029649595687
"24911","chr7:851550-852043",0,0,0,0,0.247637051039698,0.18986083499006,0.296670030272452,0.221846846846847,0,0,0,0,0.292134831460674,0,0,0
"24912","chr7:86964904-86965024",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"24913","chr7:87152409-87152944",1,0.685483870967742,1,1,0.647058823529412,1,1,0.51685393258427,1,1,1,1,1,1,1,1
"24914","chr7:87154390-87154528",0,0.314516129032258,0,0,0.352941176470588,0,0,0,0,0,0,0,0,0,0,0
