ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
19602	"ENSG00000168066.22"	"SF1"	chr11	-	64766899	64767079	64767191	64767251	64764605	64766155	64767570	64767844	19602	296,200	96,95	612,505,389	287,215,236	209	298	0.069321541914	0.45472990035596295	0.815,0.75	0.753,0.77,0.702	0.041
19603	"ENSG00000168066.22"	"SF1"	chr11	-	64766899	64767079	64767191	64767275	64765289	64765518	64767570	64767844	19603	1,2	142,81	0,1,1	309,274,276	233	298	0.622023477712	1.0	0.009,0.031	0.0,0.005,0.005	0.017
19604	"ENSG00000168066.22"	"SF1"	chr11	-	64766899	64767079	64767191	64767251	64765603	64766155	64767566	64767617	19604	34,24	96,95	83,59,58	283,214,236	209	298	0.624185645645	1.0	0.336,0.265	0.295,0.282,0.259	0.022
19605	"ENSG00000168066.22"	"SF1"	chr11	-	64769425	64769609	64769963	64770053	64769222	64769338	64770255	64770408	19605	1384,1086	2110,1552	2125,1685,1180	3144,2778,2094	239	298	0.317546863404	0.8661703876409502	0.45,0.466	0.457,0.431,0.413	0.024
19606	"ENSG00000168066.22"	"SF1"	chr11	-	64771463	64771537	64773429	64773505	64770255	64770408	64776497	64776626	19606	2019,1506	13,7	3389,2545,1829	11,18,9	225	223	1	1.0	0.994,0.995	0.997,0.993,0.995	-0.001
19607	"ENSG00000163472.19"	"TMEM79"	chr1	+	156285183	156285983	156286259	156286473	156282947	156283065	156291384	156292443	19607	241,187	316,167	337,284,199	387,360,236	298	298	0.536971091478	1.0	0.433,0.528	0.465,0.441,0.457	0.026
19608	"ENSG00000163472.19"	"TMEM79"	chr1	+	156285183	156285983	156286259	156286473	156284324	156284406	156291384	156292443	19608	134,111	317,169	108,90,84	387,358,236	298	298	0.000319486902952	0.016944560556363904	0.297,0.396	0.218,0.201,0.262	0.12
19610	"ENSG00000114956.20"	"DGUOK"	chr2	+	73938909	73939022	73957124	73957240	73926825	73927052	73958145	73958245	19610	68,49	252,193	59,85,35	239,171,135	262	265	0.273949910211	0.818458116663027	0.214,0.204	0.2,0.335,0.208	-0.039
19611	"ENSG00000114956.20"	"DGUOK"	chr2	+	73938909	73939022	73950584	73950732	73926879	73927052	73957124	73957240	19611	67,51	298,238	60,87,34	285,272,212	262	297	0.801260791634	1.0	0.203,0.195	0.193,0.266,0.154	-0.005
19612	"ENSG00000114956.20"	"DGUOK"	chr2	+	73946718	73946906	73950584	73950732	73926825	73927052	73957124	73957240	19612	185,135	298,238	177,178,170	285,272,212	298	297	0.271928817109	0.8162303779537172	0.382,0.361	0.382,0.395,0.444	-0.036
19613	"ENSG00000114956.20"	"DGUOK"	chr2	+	73946718	73946906	73957124	73957240	73938909	73939022	73958145	73958245	19613	347,270	238,192	238,204,151	237,168,130	298	265	0.047057865639	0.3701188276702978	0.565,0.556	0.472,0.519,0.508	0.061
19614	"ENSG00000114956.20"	"DGUOK"	chr2	+	73950600	73950732	73957124	73957240	73946718	73946906	73958145	73958245	19614	21,23	240,191	45,27,29	240,166,132	281	265	0.0032614482451	0.07870467606016318	0.076,0.102	0.15,0.133,0.172	-0.063
19615	"ENSG00000114956.20"	"DGUOK"	chr2	+	73950626	73950732	73957124	73957240	73946718	73946906	73958145	73958245	19615	26,19	240,191	36,18,27	240,166,132	255	265	0.0858815391723	0.500537409551703	0.101,0.094	0.135,0.101,0.175	-0.04
19616	"ENSG00000003989.18"	"SLC7A2"	chr8	+	17554559	17554699	17554945	17555082	17551763	17551986	17558294	17558397	19616	374,244	0,3	374,322,204	0,2,2	289	286	1	1.0	1.0,0.988	1.0,0.994,0.99	-0.001
19617	"ENSG00000078674.20"	"PCM1"	chr8	+	17980590	17980755	17983232	17983289	17972328	17972687	17985446	17985619	19617	233,184	29,30	223,156,167	18,7,10	298	206	0.000465146389367	0.021046552680250595	0.847,0.809	0.895,0.939,0.92	-0.09
19618	"ENSG00000104763.20"	"ASAH1"	chr8	-	18062278	18062367	18063184	18063230	18061685	18061740	18067219	18067298	19618	1,2	685,454	0,0,1	428,385,256	195	238	1	1.0	0.002,0.005	0.0,0.0,0.005	0.002
19619	"ENSG00000104763.20"	"ASAH1"	chr8	-	18069791	18069872	18071299	18071390	18067219	18067298	18075540	18075587	19619	141,92	317,222	147,110,90	192,166,148	240	230	0.000981939204551	0.03513481286674987	0.299,0.284	0.423,0.388,0.368	-0.101
19620	"ENSG00000104763.20"	"ASAH1"	chr8	-	18069791	18069878	18071299	18071390	18067219	18067298	18075540	18075587	19620	141,92	329,234	147,110,90	203,170,159	240	236	0.00108745528414	0.0376519571967343	0.296,0.279	0.416,0.389,0.358	-0.1
19621	"ENSG00000171428.15"	"NAT1"	chr8	+	18212390	18212774	18216876	18216994	18211284	18211342	18219410	18219489	19621	18,18	7,3	14,16,4	3,4,3	298	267	0.962896710666	1.0	0.697,0.843	0.807,0.782,0.544	0.059
19622	"ENSG00000160190.14"	"SLC37A1"	chr21	+	42574817	42574915	42579735	42579800	42568359	42568438	42580344	42581426	19622	19,7	154,112	24,21,19	215,139,94	247	214	0.108437001951	0.5578411272847471	0.097,0.051	0.088,0.116,0.149	-0.044
19623	"ENSG00000090554.13"	"FLT3LG"	chr19	+	49478962	49479047	49480297	49480476	49476422	49476566	49480551	49480620	19623	1,0	2,1	0,1,0	9,2,2	234	298	1	1.0	0.389,0.0	0.0,0.389,0.0	0.065
19624	"ENSG00000090554.13"	"FLT3LG"	chr19	+	49480297	49480476	49480551	49480620	49478962	49479047	49486014	49486231	19624	2,5	2,0	0,4,3	9,9,5	298	218	0.00237372154717	0.06301043846962766	0.422,1.0	0.0,0.245,0.305	0.528
19630	"ENSG00000104613.12"	"INTS10"	chr8	+	19819572	19819676	19820378	19820518	19818274	19818342	19822438	19822520	19630	161,119	352,222	208,167,112	310,285,205	253	289	0.113567022259	0.5676238263249611	0.343,0.38	0.434,0.401,0.384	-0.045
19631	"ENSG00000106609.16"	"TMEM248"	chr7	+	66944975	66945261	66948543	66948694	66941847	66942024	66950951	66951135	19631	458,355	905,687	594,389,294	1100,751,571	298	298	0.80715004838	1.0	0.336,0.341	0.351,0.341,0.34	-0.006
19632	"ENSG00000106609.16"	"TMEM248"	chr7	+	66948543	66948694	66950951	66951135	66944975	66945261	66953225	66953369	19632	600,402	617,400	586,453,393	617,508,305	298	298	0.76962125186	1.0	0.493,0.501	0.487,0.471,0.563	-0.01
19633	"ENSG00000246145.2"	"RRS1-DT"	chr8	-	66228893	66229006	66258066	66258131	66221023	66221208	66264252	66264334	19633	1,0	1,2	0,0,0	4,1,7	214	262	1	1.0	0.55,0.0	0.0,0.0,0.0	0.275
19635	"ENSG00000082996.20"	"RNF13"	chr3	+	149902071	149902162	149911977	149912083	149895472	149895560	149921133	149921227	19635	96,60	131,115	106,83,67	168,110,65	240	255	0.271155294042	0.8152271376594202	0.438,0.357	0.401,0.445,0.523	-0.059
19636	"ENSG00000160551.12"	"TAOK1"	chr17	+	29507895	29508132	29510863	29510992	29502588	29502723	29517452	29517656	19636	247,154	191,119	235,206,128	158,116,88	298	278	0.155842311367	0.650786705071371	0.547,0.547	0.581,0.624,0.576	-0.047
19637	"ENSG00000160551.12"	"TAOK1"	chr17	+	29510863	29510992	29517452	29517656	29507895	29508132	29522279	29522519	19637	257,131	207,181	194,169,87	212,167,101	278	298	0.896270207213	1.0	0.571,0.437	0.495,0.52,0.48	0.006
19638	"ENSG00000160551.12"	"TAOK1"	chr17	+	29510863	29510992	29522279	29522519	29507895	29508132	29530406	29530619	19638	257,131	238,130	194,169,86	214,186,84	278	298	0.389644218221	0.9306134178297791	0.537,0.519	0.493,0.493,0.523	0.025
19639	"ENSG00000160551.12"	"TAOK1"	chr17	+	29517452	29517656	29522279	29522519	29510863	29510992	29530406	29530619	19639	227,145	237,130	184,147,104	214,186,85	298	298	0.483162012462	1.0	0.489,0.527	0.462,0.441,0.55	0.024
19640	"ENSG00000160551.12"	"TAOK1"	chr17	+	29522279	29522519	29530406	29530619	29517452	29517656	29534117	29534300	19640	207,183	196,117	211,167,101	187,140,95	298	298	0.468321996589	0.9919924480704455	0.514,0.61	0.53,0.544,0.515	0.032
19641	"ENSG00000160551.12"	"TAOK1"	chr17	+	29530406	29530619	29534117	29534300	29522279	29522519	29542560	29551903	19641	237,131	165,130	214,186,84	186,136,95	298	298	0.675469739174	1.0	0.59,0.502	0.535,0.578,0.469	0.019
19642	"ENSG00000104635.15"	"SLC39A14"	chr8	+	22409945	22410115	22412036	22412206	22408309	22408496	22414779	22414902	19642	3,4	104,80	7,0,2	171,133,71	298	298	0.400794911435	0.9426188240057807	0.028,0.048	0.039,0.0,0.027	0.016
19643	"ENSG00000100462.16"	"PRMT5"	chr14	-	22927525	22927614	22928125	22928211	22924878	22925040	22928496	22928615	19643	416,317	27,18	506,426,311	23,24,17	235	238	0.442358481483	0.9744746654655458	0.94,0.947	0.957,0.947,0.949	-0.007
19644	"ENSG00000100462.16"	"PRMT5"	chr14	-	22927525	22927614	22928125	22928211	22926701	22926814	22928496	22928615	19644	409,313	926,594	501,414,306	975,993,585	235	238	0.992690242412	1.0	0.309,0.348	0.342,0.297,0.346	0.0
19645	"ENSG00000198722.15"	"UNC13B"	chr9	+	35228014	35228044	35231119	35231219	35161991	35162305	35236468	35236586	19645	0,0	330,270	0,4,1	568,480,324	179	249	1	1.0	0.0,0.0	0.0,0.011,0.004	-0.005
19646	"ENSG00000198722.15"	"UNC13B"	chr9	+	35231119	35231219	35236468	35236586	35228014	35228044	35237702	35237826	19646	101,42	273,211	132,108,80	446,395,278	249	267	0.932857691607	1.0	0.284,0.176	0.241,0.227,0.236	-0.005
19647	"ENSG00000198722.15"	"UNC13B"	chr9	+	35243290	35243364	35258992	35259050	35237702	35237826	35295695	35295930	19647	196,186	245,149	302,279,175	308,258,176	223	207	0.870639187504	1.0	0.426,0.537	0.476,0.501,0.48	-0.004
19648	"ENSG00000198722.15"	"UNC13B"	chr9	+	35310466	35310781	35313898	35313989	35295695	35295930	35366946	35366993	19648	493,364	331,250	777,630,459	436,359,267	298	240	0.124373014134	0.5921940197644897	0.545,0.54	0.589,0.586,0.581	-0.043
19649	"ENSG00000158941.17"	"CCAR2"	chr8	+	22607968	22608065	22613016	22613136	22607195	22607325	22614091	22614314	19649	584,456	673,507	635,561,413	798,530,466	246	269	0.819384356363	1.0	0.487,0.496	0.465,0.536,0.492	-0.006
19650	"ENSG00000120889.13"	"TNFRSF10B"	chr8	-	23027721	23027753	23028330	23028441	23027132	23027288	23028528	23028602	19650	22,9	39,23	19,14,14	32,27,27	260	181	0.766423124463	1.0	0.282,0.214	0.292,0.265,0.265	-0.026
19651	"ENSG00000172785.19"	"ZNG1A"	chr9	-	146101	146158	152033	152078	134978	135030	154708	154795	19651	25,24	1,1	32,29,19	7,1,3	194	206	0.0284511641405	0.2865867532080089	0.964,0.962	0.829,0.969,0.871	0.073
19653	"ENSG00000172785.19"	"ZNG1A"	chr9	-	147900	148040	151304	151427	146101	146158	152033	152078	19653	4,1	0,0	3,4,1	2,0,0	272	289	1	1.0	1.0,1.0	0.614,1.0,1.0	0.129
19659	"ENSG00000092200.13"	"RPGRIP1"	chr14	+	21334604	21334705	21343035	21343228	21330248	21330387	21345112	21345197	19659	2,5	7,2	2,2,0	17,3,4	250	298	0.0237674442858	0.25821561060022963	0.254,0.749	0.123,0.443,0.0	0.313
19660	"ENSG00000119314.17"	"PTBP3"	chr9	-	112252677	112252788	112262434	112262599	112234819	112234897	112268048	112268195	19660	306,175	3,2	322,287,175	2,0,2	298	260	1	1.0	0.989,0.987	0.993,1.0,0.987	-0.005
19661	"ENSG00000119314.17"	"PTBP3"	chr9	-	112262434	112262599	112268048	112268195	112252677	112252788	112297831	112297916	19661	69,44	249,137	85,50,44	230,234,148	296	298	0.954893022976	1.0	0.218,0.244	0.271,0.177,0.23	0.005
19663	"ENSG00000189376.12"	"C8orf76"	chr8	-	123226499	123226632	123231299	123231757	123219966	123220297	123237797	123237941	19663	232,190	118,112	345,273,224	165,130,89	298	282	0.175545051991	0.6775011206686401	0.65,0.616	0.664,0.665,0.704	-0.045
19664	"ENSG00000102904.15"	"TSNAXIP1"	chr16	+	67821098	67821225	67823625	67823719	67814301	67814401	67824582	67824779	19664	2,2	0,2	5,5,2	1,0,4	276	243	0.32403502149	0.8729542941933746	1.0,0.468	0.815,1.0,0.306	0.027
19666	"ENSG00000147419.19"	"CCDC25"	chr8	-	27748076	27748279	27752511	27752587	27740471	27740517	27756718	27756770	19666	101,59	216,128	87,72,30	195,156,126	225	298	0.284709353834	0.8288588614243859	0.382,0.379	0.371,0.379,0.24	0.05
19667	"ENSG00000147419.19"	"CCDC25"	chr8	-	27752511	27752587	27756718	27756770	27748076	27748279	27762418	27762458	19667	51,33	45,26	39,38,32	48,35,36	201	225	0.254062458307	0.7956606927365085	0.559,0.587	0.476,0.549,0.499	0.065
19668	"ENSG00000198929.13"	"NOS1AP"	chr1	+	162300632	162300706	162333016	162333125	162287343	162287436	162343834	162343976	19668	30,19	162,126	32,21,11	223,181,120	223	258	0.133661179706	0.6091521927687091	0.176,0.149	0.142,0.118,0.096	0.044
19669	"ENSG00000198929.13"	"NOS1AP"	chr1	+	162300647	162300706	162333016	162333125	162287343	162287436	162343834	162343976	19669	36,23	162,126	30,28,24	223,181,120	208	258	0.210551230407	0.7341176547049669	0.216,0.185	0.143,0.161,0.199	0.033
19670	"ENSG00000171320.15"	"ESCO2"	chr8	+	27787884	27788002	27788846	27788978	27783999	27784057	27791962	27792052	19670	74,38	68,35	95,76,40	84,70,53	267	281	0.686451630446	1.0	0.534,0.533	0.543,0.533,0.443	0.027
19671	"ENSG00000099250.18"	"NRP1"	chr10	-	33202890	33202995	33207571	33207716	33197620	33197709	33213385	33213717	19671	367,230	157,109	94,98,77	50,29,24	294	254	0.322912379835	0.8718089803581113	0.669,0.646	0.619,0.745,0.735	-0.042
19672	"ENSG00000134575.13"	"ACP2"	chr11	-	47244734	47244867	47245304	47245394	47243238	47243321	47245681	47245834	19672	2,0	157,91	4,2,1	198,143,108	239	282	0.60458248486	1.0	0.015,0.0	0.023,0.016,0.011	-0.009
19673	"ENSG00000134575.13"	"ACP2"	chr11	-	47244734	47244867	47245304	47245422	47243238	47243321	47245681	47245834	19673	2,0	157,91	4,2,7	198,143,108	267	282	0.0457475335417	0.36449272972419	0.013,0.0	0.021,0.015,0.064	-0.027
19674	"ENSG00000134575.13"	"ACP2"	chr11	-	47244734	47244867	47245304	47245427	47243238	47243321	47245681	47245834	19674	2,0	157,91	4,4,4	198,143,108	272	282	0.083735332647	0.49578165169842714	0.013,0.0	0.021,0.028,0.037	-0.022
19676	"ENSG00000104299.15"	"INTS9"	chr8	-	28813491	28813612	28835291	28835378	28812326	28812461	28837636	28837776	19676	76,61	92,45	94,47,49	77,60,52	236	270	0.85178383237	1.0	0.486,0.608	0.583,0.473,0.519	0.022
19677	"ENSG00000104299.15"	"INTS9"	chr8	-	28813491	28813612	28835291	28835378	28812326	28812461	28846746	28846809	19677	0,0	92,45	2,0,0	77,59,53	236	270	1	1.0	0.0,0.0	0.029,0.0,0.0	-0.01
19678	"ENSG00000104299.15"	"INTS9"	chr8	-	28835291	28835378	28837636	28837776	28813491	28813612	28846746	28846809	19678	73,41	46,31	89,79,47	50,38,23	289	236	0.187376223341	0.6975018343205893	0.564,0.519	0.592,0.629,0.625	-0.074
19679	"ENSG00000104299.15"	"INTS9"	chr8	-	28837636	28837776	28846746	28846809	28835291	28835378	28850212	28850273	19679	45,28	98,78	41,29,21	111,70,67	212	289	0.554868029032	1.0	0.385,0.329	0.335,0.361,0.299	0.025
19680	"ENSG00000197892.13"	"KIF13B"	chr8	-	29075280	29075343	29092744	29092878	29071619	29072316	29099132	29099241	19680	91,69	10,2	158,102,74	20,8,8	283	212	0.243244900347	0.7804818801104783	0.872,0.963	0.855,0.905,0.874	0.039
19685	"ENSG00000133872.14"	"SARAF"	chr8	-	30066776	30066918	30069641	30070059	30065987	30066139	30082846	30083153	19685	19,17	1264,908	18,17,12	1353,1067,759	298	291	0.636353300842	1.0	0.014,0.018	0.013,0.015,0.015	0.002
19686	"ENSG00000197265.9"	"GTF2E2"	chr8	-	30607056	30607150	30612298	30612481	30580280	30580396	30614607	30614715	19686	316,222	196,133	240,231,136	161,121,70	298	243	0.645601753991	1.0	0.568,0.576	0.549,0.609,0.613	-0.018
19687	"ENSG00000104687.14"	"GSR"	chr8	-	30680903	30681037	30681929	30682061	30678065	30679669	30684087	30684199	19687	1231,1009	1482,930	1265,1061,786	1495,1211,812	281	283	0.574149666845	1.0	0.455,0.522	0.46,0.469,0.494	0.014
19688	"ENSG00000104687.14"	"GSR"	chr8	-	30681929	30682061	30684087	30684199	30680903	30681037	30689160	30689319	19688	1077,881	1112,807	1185,1022,728	1058,891,571	261	281	0.179671971671	0.6832982419281343	0.51,0.54	0.547,0.553,0.579	-0.035
19689	"ENSG00000104687.14"	"GSR"	chr8	-	30684087	30684199	30689160	30689319	30681929	30682061	30692968	30693055	19689	1264,960	881,713	1298,1122,828	875,748,562	298	261	0.515440504016	1.0	0.557,0.541	0.565,0.568,0.563	-0.016
19690	"ENSG00000104687.14"	"GSR"	chr8	-	30684087	30684199	30689160	30689319	30681929	30682061	30696379	30696479	19690	8,6	856,699	1,5,2	864,744,556	298	261	1	1.0	0.008,0.007	0.001,0.006,0.003	0.004
19691	"ENSG00000104687.14"	"GSR"	chr8	-	30689160	30689319	30692968	30693055	30684087	30684199	30696379	30696479	19691	549,481	1512,1220	592,524,389	1641,1396,1001	236	298	0.924754460044	1.0	0.314,0.332	0.313,0.322,0.329	0.002
19692	"ENSG00000104687.14"	"GSR"	chr8	-	30700080	30700135	30703092	30703240	30696379	30696479	30708071	30708141	19692	1190,948	362,302	1423,1197,759	370,330,243	297	204	0.377220741745	0.9211890146845468	0.693,0.683	0.725,0.714,0.682	-0.019
19693	"ENSG00000104687.14"	"GSR"	chr8	-	30703092	30703240	30708071	30708141	30700080	30700135	30709813	30709902	19693	432,328	1320,1055	512,418,312	1499,1182,872	219	297	0.378010425428	0.9217849798397815	0.307,0.297	0.317,0.324,0.327	-0.021
19695	"ENSG00000104687.14"	"GSR"	chr8	-	30708071	30708141	30709813	30709902	30703092	30703240	30712061	30712088	19695	192,130	634,513	171,177,100	793,661,423	238	219	0.213037159397	0.7380890920785697	0.218,0.189	0.166,0.198,0.179	0.023
19697	"ENSG00000167770.13"	"OTUB1"	chr11	+	63988336	63988398	63988653	63988752	63985852	63986514	63996529	63996941	19697	11,17	1464,1126	14,14,8	1690,1459,1016	211	248	0.511551739713	1.0	0.009,0.017	0.01,0.011,0.009	0.003
19699	"ENSG00000168758.11"	"SEMA4C"	chr2	-	96866282	96866431	96867777	96867926	96865866	96865929	96870377	96870757	19699	3,2	218,132	0,0,0	271,265,193	298	298	0.668294511803	1.0	0.014,0.015	0.0,0.0,0.0	0.014
19700	"ENSG00000069966.19"	"GNB5"	chr15	-	52135612	52135756	52141139	52141272	52133377	52133469	52147458	52147535	19700	29,34	18,14	53,55,48	32,24,27	282	293	0.830898217816	1.0	0.626,0.716	0.632,0.704,0.649	0.009
19701	"ENSG00000183605.17"	"SFXN4"	chr10	-	119158008	119158062	119159727	119159753	119157870	119157927	119160914	119160969	19701	20,17	33,40	20,22,19	47,34,52	175	203	0.744454755481	1.0	0.413,0.33	0.33,0.429,0.298	0.019
19702	"ENSG00000129691.16"	"ASH2L"	chr8	+	38133453	38133546	38135667	38135766	38128757	38128951	38138815	38138875	19702	152,125	239,197	104,137,59	217,215,160	242	248	0.103084968851	0.5435520299759712	0.395,0.394	0.329,0.395,0.274	0.062
19703	"ENSG00000085788.14"	"DDHD2"	chr8	+	38242249	38242385	38246232	38246300	38240274	38240364	38247712	38247835	19703	120,103	69,60	154,129,60	64,57,47	285	217	0.543957802566	1.0	0.57,0.567	0.647,0.633,0.493	-0.023
19704	"ENSG00000085788.14"	"DDHD2"	chr8	+	38245741	38245950	38246232	38246300	38241964	38242385	38247712	38247835	19704	212,149	72,60	233,170,118	64,57,47	298	217	0.461727603554	0.9903002884068379	0.682,0.644	0.726,0.685,0.646	-0.023
19705	"ENSG00000085788.14"	"DDHD2"	chr8	+	38245741	38245950	38247712	38247835	38241964	38242385	38249707	38249747	19705	214,149	110,89	227,166,117	130,78,68	298	272	0.894851787858	1.0	0.64,0.604	0.614,0.66,0.611	-0.006
19706	"ENSG00000085788.14"	"DDHD2"	chr8	+	38246232	38246300	38247712	38247835	38245741	38245950	38249707	38249747	19706	39,29	110,89	35,32,12	133,81,69	217	272	0.346636561645	0.8969749012704981	0.308,0.29	0.248,0.331,0.179	0.046
19707	"ENSG00000085788.14"	"DDHD2"	chr8	+	38247712	38247835	38249707	38249803	38246183	38246300	38251911	38252028	19707	79,87	74,70	74,85,56	66,67,26	272	245	0.352923331314	0.903699340488437	0.49,0.528	0.502,0.533,0.66	-0.056
19708	"ENSG00000147535.17"	"PLPP5"	chr8	-	38267266	38267391	38267896	38267960	38266140	38266311	38268370	38268407	19708	86,71	99,73	122,101,75	147,141,88	213	274	0.382564124946	0.9250352282314449	0.528,0.556	0.516,0.48,0.523	0.036
19709	"ENSG00000147535.17"	"PLPP5"	chr8	-	38267896	38267960	38268370	38268407	38267266	38267391	38268881	38268990	19709	1,2	83,60	1,0,0	109,62,49	186	213	0.454222202455	0.9853752227638709	0.014,0.037	0.01,0.0,0.0	0.022
19710	"ENSG00000147535.17"	"PLPP5"	chr8	-	38267896	38267960	38268370	38268461	38267266	38267391	38268881	38268990	19710	55,59	83,60	119,84,56	109,62,49	240	213	0.0474114991471	0.37143283173431463	0.37,0.466	0.492,0.546,0.504	-0.096
19711	"ENSG00000077782.23"	"FGFR1"	chr8	-	38417305	38417416	38417869	38417991	38415869	38416060	38418227	38418373	19711	204,109	58,56	280,240,156	166,101,91	271	260	0.0814810032837	0.49082751108150147	0.771,0.651	0.618,0.695,0.622	0.066
19712	"ENSG00000077782.23"	"FGFR1"	chr8	-	38421796	38421941	38423024	38423175	38419532	38419735	38424508	38424699	19712	57,56	148,138	86,82,39	279,258,159	298	294	0.0794668116005	0.485159104210142	0.275,0.286	0.233,0.239,0.195	0.058
19713	"ENSG00000077782.23"	"FGFR1"	chr8	-	38421796	38421941	38426121	38426245	38419538	38419735	38427920	38428093	19713	158,100	80,75	272,223,158	143,129,82	273	294	0.495357872672	1.0	0.68,0.589	0.672,0.651,0.675	-0.031
19714	"ENSG00000077782.23"	"FGFR1"	chr8	-	38421796	38423175	38426121	38426245	38419532	38419735	38427920	38428093	19714	158,100	80,75	272,223,158	144,130,81	273	298	0.50296775501	1.0	0.683,0.593	0.673,0.652,0.68	-0.03
19715	"ENSG00000077782.23"	"FGFR1"	chr8	-	38423024	38423175	38426121	38426245	38419532	38419735	38427920	38428093	19715	158,100	20,21	272,223,158	15,16,8	273	298	9.84290139316e-05	0.007191187637103639	0.896,0.839	0.952,0.938,0.956	-0.081
19716	"ENSG00000077782.23"	"FGFR1"	chr8	-	38440305	38440373	38443396	38443492	38429681	38429948	38457355	38457534	19716	1,4	3,0	0,3,2	0,0,1	245	217	1	1.0	0.228,1.0	NA,1.0,0.639	-0.206
19717	"ENSG00000129116.20"	"PALLD"	chr4	+	168894578	168894677	168898492	168898714	168890921	168891057	168903756	168903906	19717	152,119	232,211	190,126,107	243,243,144	248	298	0.522047484418	1.0	0.44,0.404	0.484,0.384,0.472	-0.025
19718	"ENSG00000129116.20"	"PALLD"	chr4	+	168894578	168894677	168903756	168903906	168890921	168891057	168913926	168913969	19718	135,114	306,210	179,118,104	299,230,175	248	298	0.246371761363	0.7835389463315697	0.346,0.395	0.418,0.381,0.417	-0.035
19719	"ENSG00000144744.18"	"UBA3"	chr3	-	69071534	69071617	69075429	69075510	69067927	69068008	69077797	69077918	19719	83,66	64,43	107,97,86	113,99,78	230	232	0.0581117865592	0.41956034652357255	0.567,0.608	0.489,0.497,0.527	0.083
19720	"ENSG00000165061.15"	"ZMAT4"	chr8	-	40786688	40786782	40808508	40808571	40767640	40767730	40825574	40825680	19720	4,0	0,0	1,0,0	0,0,2	212	243	1	1.0	1.0,NA	1.0,NA,0.0	0.5
19729	"ENSG00000104365.16"	"IKBKB"	chr8	+	42272082	42272205	42288633	42288728	42271317	42271469	42290155	42290273	19729	36,18	46,28	58,59,40	41,51,32	272	244	0.0157161908933	0.20157042713738302	0.412,0.366	0.559,0.509,0.529	-0.143
19730	"ENSG00000104365.16"	"IKBKB"	chr8	+	42288633	42288728	42290155	42290273	42272082	42272205	42293442	42293512	19730	45,31	92,67	71,80,61	119,141,90	244	267	0.188637395192	0.6998785479321383	0.349,0.336	0.395,0.383,0.426	-0.059
19731	"ENSG00000104365.16"	"IKBKB"	chr8	+	42290155	42290273	42293442	42293512	42288633	42288728	42305186	42305275	19731	37,29	39,39	46,60,35	55,55,45	267	219	0.746708875753	1.0	0.438,0.379	0.407,0.472,0.389	-0.014
19732	"ENSG00000104365.16"	"IKBKB"	chr8	+	42290155	42290273	42293442	42293568	42288633	42288728	42305186	42305275	19732	37,29	4,3	46,60,35	5,12,7	267	275	0.200684392642	0.7186425669331288	0.905,0.909	0.905,0.837,0.837	0.047
19733	"ENSG00000104365.16"	"IKBKB"	chr8	+	42308900	42309025	42314321	42314429	42306342	42306432	42316209	42316339	19733	82,78	123,74	140,130,107	160,140,109	274	257	0.556195041729	1.0	0.385,0.497	0.451,0.466,0.479	-0.024
19734	"ENSG00000070501.12"	"POLB"	chr8	+	42344952	42345019	42352518	42352568	42338458	42338685	42355515	42355567	19734	35,18	37,21	26,22,26	38,37,21	216	199	0.58544114816	1.0	0.466,0.441	0.387,0.354,0.533	0.029
19736	"ENSG00000070501.12"	"POLB"	chr8	+	42350006	42350065	42352518	42352568	42349015	42349090	42355515	42355567	19736	49,30	37,21	67,73,32	40,38,21	208	199	0.30590766939	0.8534229200165581	0.559,0.577	0.616,0.648,0.593	-0.051
19737	"ENSG00000070501.12"	"POLB"	chr8	+	42357319	42357392	42361294	42361365	42357168	42357223	42362611	42362698	19737	77,53	94,80	87,68,41	95,89,65	222	220	0.798303996355	1.0	0.448,0.396	0.476,0.431,0.385	-0.009
19738	"ENSG00000070501.12"	"POLB"	chr8	+	42361294	42361365	42362611	42362698	42357319	42357392	42369270	42369335	19738	115,87	81,39	116,109,74	72,63,45	220	236	0.849516538923	1.0	0.604,0.705	0.633,0.65,0.638	0.014
19739	"ENSG00000142599.20"	"RERE"	chr1	-	8508626	8508675	8541213	8541318	8497404	8497529	8556474	8556571	19739	188,113	104,56	239,181,126	117,92,68	254	198	0.808382489654	1.0	0.585,0.611	0.614,0.605,0.591	-0.005
19740	"ENSG00000120925.16"	"RNF170"	chr8	-	42873930	42874006	42887727	42887871	42870003	42870112	42896483	42896585	19740	25,11	17,10	20,33,8	11,25,15	293	225	0.705501595894	1.0	0.53,0.458	0.583,0.503,0.291	0.035
19741	"ENSG00000165102.15"	"HGSNAT"	chr8	+	43173712	43173743	43178073	43178234	43172309	43172386	43182144	43182260	19741	12,2	40,38	15,21,4	48,41,30	180	298	0.157665448295	0.6535887078179228	0.332,0.08	0.341,0.459,0.181	-0.121
19743	"ENSG00000262879.8"	"ENSG00000262879"	chr17	-	47033277	47033381	47054117	47054213	47021581	47021721	47056459	47056753	19743	36,32	54,27	44,48,10	33,35,22	245	253	0.645538403015	1.0	0.408,0.55	0.579,0.586,0.319	-0.016
